,Unnamed: 0,Solute,Solvent,SoluteSMILES,SolventSMILES,DeltaGsolv
1680,2113,2-methylpropene,water,CC(=C)C,O,1.16
499,664,acetone,decane,CC(=O)C,CCCCCCCCCC,-2.47
2021,2625,propyltrimethylsilane,octanol-water,CCC[Si](C)(C)C,CCCCCCCCO.O,-5.22
1388,1710,dibromomethane,octanol,C(Br)Br,CCCCCCCCO,-4.18
1519,1892,diethylamine,pentanol,CCNCC,CCCCCO,-5.3
1671,2103,"2,4-dimethylpentane",water,CC(C)CC(C)C,O,2.88
338,484,acetamide,chloroform,CC(=O)N,C(Cl)(Cl)Cl,-7.05
2149,2779,3-aminopyridine,dimethylsulfoxide,C1=CC(=CN=C1)N,CS(=O)C,-51.5
1188,1489,n-octane,nitroethane,CCCCCCCC,CC[N+](=O)[O-],-3.89
28,56,anisole,anisole,COC1=CC=CC=C1,COC1=CC=CC=C1,-6.33
1540,1923,"1,4-dioxane",propanol,C1COCCO1,CCCO,-4.61
1217,1520,propylacetate,nonane,CCCCC(=O)O,CCCCCCCCC,-4.07
1811,2256,bromomethane,water,CBr,O,-0.82
794,1042,iodobenzene,heptane,C1=CC=C(C=C1)I,CCCCCCC,-6.27
945,1205,2-bromopropane,hexadecane,CC(C)Br,CCCCCCCCCCCCCCCC,-3.26
2018,2622,4-trimethylsilylphenol,octanol-water,C[Si](C)(C)C1=CC=C(C=C1)O,CCCCCCCCO.O,-5.22
169,214,propanoicacid,butanol,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CCCCO,-7.17
1920,2445,6-chlorouracil,water,C1=C(NC(=O)NC1=O)Cl,O,-15.83
1676,2108,methylcyclohexane,water,CC1CCCCC1,O,1.71
1197,1498,ethanol,nitromethane,CCO,C[N+](=O)[O-],-4.16
1542,1925,nitromethane,propanol,C[N+](=O)[O-],CCCO,-4.04
1253,1561,propylacetate,octane,CCCCC(=O)O,CCCCCCCC,-4.09
1911,2388,isobutylnitrate,water,CC(C)CO[N+](=O)[O-],O,-1.9
912,1171,2-nitropropane,hexadecane,CC(C)[N+](=O)[O-],CCCCCCCCCCCCCCCC,-3.47
491,656,1-propanol,decane,CCCO,CCCCCCCCCC,-2.76
953,1213,"2,2,2-trifluoroethanol",hexadecane,C(C(F)(F)F)O,CCCCCCCCCCCCCCCC,-1.67
1097,1380,m-xylene,isooctane,CC1=CC(=CC=C1)C,CC(C)CC(C)(C)C,-5.12
1032,1312,bromobenzene,hexane,C1=CC=C(C=C1)Br,CCCCCC,-5.66
587,814,chlorobenzene,diethylether,C1=CC=C(C=C1)Cl,CCOCC,-5.42
750,992,1-heptanol,heptane,CCCCCCCO,CCCCCCC,-5.6
657,887,1-butanol,dodecane,CCCCO,CCCCCCCCCCCC,-3.47
234,367,1-propanol,chlorobenzene,CCCO,C1=CC=C(C=C1)Cl,-3.82
732,974,n-heptane,heptane,CCCCCCC,CCCCCCC,-4.65
2358,3029,4-nitroaniline,water,C1=CC(=CC=C1N)[N+](=O)[O-],O,-75.9
1186,1487,nitromethane,nitrobenzene,C[N+](=O)[O-],C1=CC=C(C=C1)[N+](=O)[O-],-4.9
1156,1455,nitromethane,methoxyethanol,C[N+](=O)[O-],COCCO,-5.06
2013,2617,"5-phenyl-1,2-dithiol-3-thione",octanol-water,C1=CC=C(C=C1)C2=CC(=S)SS2,CCCCCCCCO.O,-5.01
1954,2542,chloroacetamide,chloroform-water,C(C(=O)N)Cl,C(Cl)(Cl)Cl.O,1.31
2136,2762,thiophenol,dimethylsulfoxide,C1=CC=C(C=C1)S,CS(=O)C,-53.8
934,1194,3-chloropropene,hexadecane,C=CCCl,CCCCCCCCCCCCCCCC,-2.88
1209,1510,o-cresol,nonane,CC1=CC=CC=C1O,CCCCCCCCC,-6.2
1065,1346,p-cresol,iodobenzene,CC1=CC=C(C=C1)O,C1=CC=C(C=C1)I,-7.01
1716,2149,"1,4-dioxane",water,C1COCCO1,O,-5.05
108,146,formaldehyde,benzylalcohol,C=O,C1=CC=C(C=C1)CO,-3.48
1062,1343,1-hexanol,iodobenzene,CCCCCCO,C1=CC=C(C=C1)I,-5.71
568,793,propanoicacid,diethylether,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CCOCC,-6.75
1167,1466,nitromethane,methylenechloride,C[N+](=O)[O-],C(Cl)Cl,-5.05
1174,1473,N-methylformamide,methylformamide,CNC=O,CNC=O,-8.27
1588,2006,"1,4-dioxane",toluene,C1COCCO1,CC1=CC=CC=C1,-4.91
1507,1878,ethylbenzene,pentanol,CCC1=CC=CC=C1,CCCCCO,-4.48
1492,1858,1-heptanol,pentane,CCCCCCCO,CCCCC,-5.62
890,1148,ethyloctadecanoate,hexadecane,CCCCCCCCCCCCCCCCCC(=O)OCC,CCCCCCCCCCCCCCCC,-13.69
947,1207,1-bromopentane,hexadecane,CCCCCBr,CCCCCCCCCCCCCCCC,-4.93
1048,1328,p-cresol,hexanol,CC1=CC=C(C=C1)O,CCCCCCO,-9.21
1847,2295,2-ethylpyrazine,water,CCC1=NC=CN=C1,O,-5.51
1876,2332,"3,5-dibromo-4-hydroxybenzonitrile",water,C1=C(C=C(C(=C1Br)O)Br)C#N,O,-9.0
2292,2959,acetamide,water,CC(=O)N,O,-80.2
884,1136,hexanoicacid,hexadecane,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,CCCCCCCCCCCCCCCC,-5.35
143,184,bromoethane,bromoethane,CCBr,CCBr,-3.67
2322,2992,diethylamine,water,CCNCC,O,-63.4
2073,2687,2-nitrobenzoicacid,acetonitrile,C1=CC=C(C(=C1)C(=O)O)[N+](=O)[O-],CC#N,-51.9
850,1100,cyclopentanol,hexadecane,C1CCC(C1)O,CCCCCCCCCCCCCCCC,-4.42
1587,2005,1-heptanol,toluene,CCCCCCCO,CC1=CC=CC=C1,-6.75
1407,1730,water,octanol,O,CCCCCCCCO,-4.43
734,976,toluene,heptane,CC1=CC=CC=C1,CCCCCCC,-4.78
717,951,propylacetate,ethylbenzene,CCCCC(=O)O,CCC1=CC=CC=C1,-4.95
2245,2899,isopropanol,water,CC(C)O,O,-76.0
454,612,iodobenzene,cyclohexane,C1=CC=C(C=C1)I,C1CCCCC1,-6.26
264,401,n-octane,chloroform,CCCCCCCC,C(Cl)(Cl)Cl,-5.25
75,110,nitrobenzene,benzene,C1=CC=C(C=C1)[N+](=O)[O-],C1=CC=CC=C1,-7.6
1256,1567,propylamine,octane,CCCN,CCCCCCCC,-3.0
444,602,fluorotrichloromethane,cyclohexane,C(F)(Cl)(Cl)Cl,C1CCCCC1,-2.63
395,546,diethylether,cyclohexane,CCOCC,C1CCCCC1,-3.03
1967,2560,chloroacetamide,diethylether-water,C(C(=O)N)Cl,CCOCC.O,1.4
176,222,hydrogenperoxide,butanol,OO,CCCCO,-7.94
1042,1322,toluene,hexanol,CC1=CC=CC=C1,CCCCCCO,-4.27
2210,2862,p-cresol,methanol,CC1=CC=C(C=C1)O,CO,-70.2
1915,2439,"1,4,5,8-tetraminoanthraquinone",water,C1=CC(=C2C(=C1N)C(=O)C3=C(C=CC(=C3C2=O)N)N)N,O,-8.9
1365,1686,diethylsulfide,octanol,CCSCC,CCCCCCCCO,-4.09
1887,2355,benzamide,water,C1=CC=C(C=C1)C(=O)N,O,-10.9
595,823,acetamide,diethylether,CC(=O)N,CCOCC,-6.16
61,93,propylacetate,benzene,CCCCC(=O)O,C1=CC=CC=C1,-5.21
1296,1608,anthracene,octanol,C1=CC=C2C=C3C=CC=CC3=CC2=C1,CCCCCCCCO,-10.47
1821,2266,bromotrifluoromethane,water,C(F)(F)(F)Br,O,1.79
872,1122,2-butanone,hexadecane,CCC(=O)C,CCCCCCCCCCCCCCCC,-3.12
2043,2651,chloroacetamide,octanol-water,C(C(=O)N)Cl,CCCCCCCCO.O,0.72
216,268,butylbenzene,butylbenzene,CCCCC1=CC=CC=C1,CCCCC1=CC=CC=C1,-6.86
278,415,t-butanol,chloroform,CC(C)(C)O,C(Cl)(Cl)Cl,-4.48
1548,1931,pyridine,pyridine,C1=CC=NC=C1,C1=CC=NC=C1,-5.47
1718,2153,"1,2-dimethoxyethane",water,COCCOC,O,-4.84
1392,1714,2-bromopropane,octanol,CC(C)Br,CCCCCCCCO,-3.4
1803,2248,chloroethene,water,C=CCl,O,-0.59
36,64,benzene,benzene,C1=CC=CC=C1,C1=CC=CC=C1,-4.55
2204,2853,butanoicacid,methanol,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CO,-71.4
1213,1514,2-hexanone,nonane,CCCCC(=O)C,CCCCCCCCC,-4.59
662,892,n-dodecane,dodecane,CCCCCCCCCCCC,CCCCCCCCCCCC,-7.83
1934,2464,N-(3-hydroxyphenyl)acetamide,water,CC(=O)NC1=CC(=CC=C1)O,O,-13.93
2318,2988,tert-butylamine,water,CC(C)(C)N,O,-67.3
1980,2576,"2,6-difluoroacetanilide",octanol-water,CC(=O)NC1=C(C=CC=C1F)F,CCCCCCCCO.O,-0.94
977,1242,2-methylaniline,hexadecane,CC1=CC=CC=C1N,CCCCCCCCCCCCCCCC,-6.08
1571,1989,2-hexanone,tetralin,CCCCC(=O)C,C1CCC2=CC=CC=C2C1,-4.64
1122,1405,toluene,isopropanol,CC1=CC=CC=C1,CC(C)O,-4.38
1712,2145,p-cresol,water,CC1=CC=C(C=C1)O,O,-6.14
738,980,naphthalene,heptane,C1=CC=C2C=CC=CC2=C1,CCCCCCC,-7.02
191,239,ethanol,butylacetate,CCO,CCCCCC(=O)[O-],-3.97
919,1178,dimethylsulfide,hexadecane,CSC,CCCCCCCCCCCCCCCC,-3.05
456,614,toluene,cyclohexanone,CC1=CC=CC=C1,C1CCC(=O)CC1,-5.05
1417,1740,methylbenzoate,octanol,COC(=O)C1=CC=CC=C1,CCCCCCCCO,-7.26
675,905,2-butanone,ethoxybenzene,CCC(=O)C,CCOC1=CC=CC=C1,-4.28
760,1002,propanoicacid,heptane,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CCCCCCC,-4.06
2254,2914,hydrobromicacid,water,C(C(C(=O)O)O)N,O,-63.2
2355,3026,acetophenone,water,CC(=O)C1=CC=CC=C1,O,-64.5
728,964,"1,4-dioxane",fluorobenzene,C1COCCO1,C1=CC=C(C=C1)F,-5.18
2150,2782,4-aminopyridine,dimethylsulfoxide,C1=CN=CC=C1N,CS(=O)C,-51.3
1399,1721,tetrafluoromethane,octanol,C(F)(F)(F)F,CCCCCCCCO,1.5
412,569,diethylamine,cyclohexane,CCNCC,C1CCCCC1,-3.61
1098,1381,ethanol,isooctane,CCO,CC(C)CC(C)(C)C,-2.44
1516,1889,ethylamine,pentanol,CCN,CCCCCO,-4.27
1649,2081,ethylbenzene,undecane,CCC1=CC=CC=C1,CCCCCCCCCCC,-5.44
1524,1897,hydrogenperoxide,pentanol,OO,CCCCCO,-7.46
825,1074,propene,hexadecane,CC=C,CCCCCCCCCCCCCCCC,-1.29
2050,2658,4-fluoroanisole,octanol-water,COC1=CC=C(C=C1)F,CCCCCCCCO.O,-3.08
616,845,propanoicacid,diisopropylether,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CC(C)OC(C)C,-6.37
114,153,toluene,bromobenzene,CC1=CC=CC=C1,C1=CC=C(C=C1)Br,-5.13
417,574,4-methylpyridine,cyclohexane,CC1=CC=NC=C1,C1CCCCC1,-5.23
2315,2985,methylamine,water,CN,O,-76.4
1625,2050,1-hexanol,tributylphosphate,CCCCCCO,CCCCOP(=O)(OCCCC)OCCCC,-7.68
969,1234,bromotrichloromethane,hexadecane,C(Cl)(Cl)(Cl)Br,CCCCCCCCCCCCCCCC,-4.46
604,832,5-fluorouracil,diethylether,C1=C(C(=O)NC(=O)N1)F,CCOCC,-15.56
2320,2990,allylamine,water,C=CCN,O,-72.0
89,124,"1,1-dimethyl-3-phenylurea",benzene,CN(C)C(=O)NC1=CC=CC=C1,C1=CC=CC=C1,-12.18
848,1098,1-butanol,hexadecane,CCCCO,CCCCCCCCCCCCCCCC,-3.55
726,962,toluene,fluorobenzene,CC1=CC=CC=C1,C1=CC=C(C=C1)F,-5.27
2319,2989,cyclohexanamine,water,C1CCC(CC1)N,O,-68.7
753,995,acetone,heptane,CC(=O)C,CCCCCCC,-2.61
498,663,"1,4-dioxane",decane,C1COCCO1,CCCCCCCCCC,-3.97
1276,1587,cyclopropane,octanol,C1CC1,CCCCCCCCO,-1.6
1325,1639,cyclopentanone,octanol,C1CCC(=O)C1,CCCCCCCCO,-5.01
1630,2057,propylamine,tributylphosphate,CCCN,CCCCOP(=O)(OCCCC)OCCCC,-3.98
11,37,2-butanone,acetophenone,CCC(=O)C,CC(=O)C1=CC=CC=C1,-4.39
396,547,anisole,cyclohexane,COC1=CC=CC=C1,C1CCCCC1,-5.38
284,421,p-cresol,chloroform,CC1=CC=C(C=C1)O,C(Cl)(Cl)Cl,-7.59
2311,2981,diethylether,water,CCOCC,O,-62.2
1066,1347,1-heptanol,iodobenzene,CCCCCCCO,C1=CC=C(C=C1)I,-6.53
1865,2317,1-chloropentane,water,CCCCCCl,O,0.07
1191,1492,"1,4-dioxane",nitroethane,C1COCCO1,CC[N+](=O)[O-],-5.28
1440,1775,urea,octanol,C(=O)(N)N,CCCCCCCCO,-10.93
1600,2023,butylacetate,toluene,CCCCCC(=O)[O-],CC1=CC=CC=C1,-5.57
1858,2310,9-methyladenine,water,CN1C=NC2=C(N=CN=C21)N,O,-13.6
2212,2865,methylamine,methanol,CN,CO,-74.3
2211,2863,phenylaceticacid,methanol,C1=CC(=CC=C1C(C(CO)N)O)[N+](=O)[O-],CO,-69.5
1450,1785,5-trifluoromethyluracil,octanol,C1=C(C(=O)NC(=O)N1)C(F)(F)F,CCCCCCCCO,-15.51
690,922,butanoicacid,ethylacetate,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CCOC(=O)C,-7.34
2140,2767,"2,2,2-trifluoroethanol",dimethylsulfoxide,C(C(F)(F)F)O,CS(=O)C,-56.1
1568,1986,acetone,tetralin,CC(=O)C,C1CCC2=CC=CC=C2C1,-2.54
2295,2962,1-propanethiol,water,CCCS,O,-70.5
2283,2949,acetone,water,CC(=O)C,O,-76.2
689,921,propanoicacid,ethylacetate,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CCOC(=O)C,-6.95
2017,2621,diphenyldiethoxysilane,octanol-water,CCO[Si](C1=CC=CC=C1)(C2=CC=CC=C2)OCC,CCCCCCCCO.O,-6.69
1687,2120,propyne,water,CC#C,O,-0.31
851,1101,1-pentanol,hexadecane,CCCCCO,CCCCCCCCCCCCCCCC,-4.24
1498,1866,propylacetate,pentane,CCCCC(=O)O,CCCCC,-4.21
159,203,n-octane,butanol,CCCCCCCC,CCCCO,-4.45
895,1153,diethylamine,hexadecane,CCNCC,CCCCCCCCCCCCCCCC,-3.27
496,661,p-cresol,decane,CC1=CC=C(C=C1)O,CCCCCCCCCC,-6.0
257,394,aniline,chlorobenzene,C1=CC=C(C=C1)N,C1=CC=C(C=C1)Cl,-6.72
1782,2226,dimethyldisulfide,water,CSSC,O,-1.83
335,481,methylamine,chloroform,CN,C(Cl)(Cl)Cl,-3.17
2299,2968,hydrobromicacid,water,C(C(C(=O)O)O)N,O,-68.3
1039,1319,benzamide,hexane,C1=CC=C(C=C1)C(=O)N,CCCCCC,-7.77
515,685,acetamide,decane,CC(=O)N,CCCCCCCCCC,-2.85
1348,1668,aniline,octanol,C1=CC=C(C=C1)N,CCCCCCCCO,-6.71
1015,1292,ethylacetate,hexane,CCOC(=O)C,CCCCCC,-3.62
768,1016,butylamine,heptane,CCCCN,CCCCCCC,-3.55
2218,2871,4-methylaniline,methanol,CC1=CC=C(C=C1)N,CO,-71.7
441,598,methylbenzoate,cyclohexane,COC(=O)C1=CC=CC=C1,C1CCCCC1,-7.01
2033,2638,tetramethylurea,octanol-water,CN(C)C(=O)N(C)C,CCCCCCCCO.O,-0.26
761,1003,butanoicacid,heptane,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CCCCCCC,-5.05
1929,2458,pentachloronitrobenzene,water,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-],O,-5.22
1246,1552,acetone,octane,CC(=O)C,CCCCCCCC,-2.46
1203,1504,ethanol,nonane,CCO,CCCCCCCCC,-2.15
2010,2610,"1,2-dithiol-3-thione",octanol-water,C1=CSSC1=S,CCCCCCCCO.O,-2.25
1123,1406,ethanol,isopropanol,CCO,CC(C)O,-4.84
1860,2312,hexafluoroethane,water,C(C(F)(F)F)(F)(F)F,O,3.94
1781,2225,dimethylsulfide,water,CSC,O,-1.54
521,691,m-cresol,decanol,CC1=CC(=CC=C1)O,CCCCCCCCCCO,-8.01
1785,2229,thioanisole,water,CSC1=CC=CC=C1,O,-2.73
22,50,nitromethane,aniline,C[N+](=O)[O-],C1=CC=C(C=C1)N,-5.11
356,504,hydrogenperoxide,chloroform,OO,C(Cl)(Cl)Cl,-4.7
2251,2908,water,water,O,O,-86.9
1277,1588,cyclopentane,octanol,C1CCCC1,CCCCCCCCO,-2.65
1312,1624,dimethylether,octanol,COC,CCCCCCCCO,-2.06
1635,2062,toluene,triethylamine,CC1=CC=CC=C1,CCN(CC)CC,-4.98
550,774,1-propanol,diethylether,CCCO,CCOCC,-4.9
340,486,isopropylether,chloroform,CC(C)OC(C)C,C(Cl)(Cl)Cl,-3.78
431,588,trichloroethene,cyclohexane,C(=C(Cl)Cl)Cl,C1CCCCC1,-4.29
473,636,butylacetate,decalin,CCCCCC(=O)[O-],C1CCC2CCCCC2C1,-4.71
217,269,n-octane,carbondisulfide,CCCCCCCC,C(=S)=S,-5.68
911,1170,1-nitropropane,hexadecane,CCC[N+](=O)[O-],CCCCCCCCCCCCCCCC,-3.95
1227,1533,ethylamine,nonanol,CCN,CCCCCCCCCO,-4.02
2113,2736,n-butanol,acetonitrile,CCCCO,CC#N,-85.2
1011,1285,"3,3-dimethylbutanone",hexane,CC(=O)C(C)(C)C,CCCCCC,-4.34
957,1220,acetamide,hexadecane,CC(=O)N,CCCCCCCCCCCCCCCC,-3.33
1773,2217,2-nitropropane,water,CC(C)[N+](=O)[O-],O,-3.14
93,131,2-methylaniline,benzene,CC1=CC=CC=C1N,C1=CC=CC=C1,-7.37
1008,1282,acetone,hexane,CC(=O)C,CCCCCC,-2.6
1070,1351,propylamine,iodobenzene,CCCN,C1=CC=C(C=C1)I,-3.54
1092,1375,propene,isooctane,CC=C,CC(C)CC(C)(C)C,-1.61
2107,2729,benzylamine,acetonitrile,C1=CC=C(C=C1)CN,CC#N,-78.2
1308,1620,m-cresol,octanol,CC1=CC(=CC=C1)O,CCCCCCCCO,-8.2
696,928,hydrogenperoxide,ethylacetate,OO,CCOC(=O)C,-7.6
1109,1392,acetone,isooctane,CC(=O)C,CC(C)CC(C)(C)C,-2.44
996,1270,methanol,hexane,CO,CCCCCC,-1.49
1458,1796,hexachlorobenzene,octanol,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,CCCCCCCCO,-10.15
1679,2111,propene,water,CC=C,O,1.27
153,194,1-heptanol,bromoform,CCCCCCCO,C(Br)(Br)Br,-7.1
1099,1382,1-propanol,isooctane,CCCO,CC(C)CC(C)(C)C,-3.0
2181,2815,propanoicacid,methanol,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CO,-72.0
246,379,2-hexanone,chlorobenzene,CCCCC(=O)C,C1=CC=C(C=C1)Cl,-5.84
2365,3036,4-chloroaniline,water,C1=CC(=CC=C1N)Cl,O,-74.1
789,1037,3-methylaniline,heptane,CC1=CC(=CC=C1)N,CCCCCCC,-6.35
580,806,acetonitrile,diethylether,CC#N,CCOCC,-3.59
1470,1810,fenbufen,octanol,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O,CCCCCCCCO,-17.12
703,935,1-propanol,ethylbenzene,CCCO,CCC1=CC=CC=C1,-3.71
1212,1513,2-pentanone,nonane,CCCC(=O)C,CCCCCCCCC,-3.97
1295,1607,naphthalene,octanol,C1=CC=C2C=CC=CC2=C1,CCCCCCCCO,-6.97
896,1154,pentylamine,hexadecane,CCCCCN,CCCCCCCCCCCCCCCC,-4.28
1908,2382,phenylformate,water,C1=CC=C(C=C1)C(=O)O,O,-3.82
1260,1571,aniline,octane,C1=CC=C(C=C1)N,CCCCCCCC,-4.84
487,652,toluene,decane,CC1=CC=CC=C1,CCCCCCCCCC,-4.65
1624,2049,1-pentanol,tributylphosphate,CCCCCO,CCCCOP(=O)(OCCCC)OCCCC,-6.69
559,783,1-heptanol,diethylether,CCCCCCCO,CCOCC,-7.51
1141,1428,water,isopropylbenzene,O,CC(C)C1=CC=CC=C1,-1.41
2203,2852,bromoaceticacid,methanol,CCOC=O,CO,-63.0
1119,1402,methylbenzoate,isooctane,COC(=O)C1=CC=CC=C1,CC(C)CC(C)(C)C,-6.71
801,1049,1-heptanol,heptanol,CCCCCCCO,CCCCCCCO,-7.84
1774,2218,1-nitrobutane,water,CCCC[N+](=O)[O-],O,-3.08
512,682,trichloroethene,decane,C(=C(Cl)Cl)Cl,CCCCCCCCCC,-3.84
633,863,nitromethane,dimethylacetamide,C[N+](=O)[O-],CC(=O)N(C)C,-5.62
2288,2955,3-nitrophenol,water,C1=CC(=CC(=C1)O)[N+](=O)[O-],O,-61.9
1664,2096,n-pentane,water,CCCCC,O,2.33
1012,1286,2-heptanone,hexane,CCCCCC(=O)C,CCCCCC,-5.36
1931,2460,propylparaben,water,CCCOC(=O)C1=CC=C(C=C1)O,O,-9.37
1416,1739,2-octanone,octanol,CCCCCCC(=O)C,CCCCCCCCO,-6.38
1150,1449,mesitylene,mesitylene,CC1=CC(=CC(=C1)C)C,CC1=CC(=CC(=C1)C)C,-6.4
790,1038,4-methylaniline,heptane,CC1=CC=C(C=C1)N,CCCCCCC,-6.15
2215,2868,aniline,methanol,C1=CC=C(C=C1)N,CO,-74.1
116,155,ethanol,bromobenzene,CCO,C1=CC=C(C=C1)Br,-3.26
1497,1865,ethylacetate,pentane,CCOC(=O)C,CCCCC,-3.69
740,982,methanol,heptane,CO,CCCCCCC,-1.29
2277,2941,3-methylphenol,water,CC1=CC(=CC=C1)O,O,-71.1
1974,2569,acetanilide,hexane-water,CC(=O)NC1=CC=CC=C1,CCCCCC.O,1.35
1081,1364,piperazine,isobutanol,C1CNCCN1,CC(C)CO,-6.58
1627,2053,propanoicacid,tributylphosphate,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CCCCOP(=O)(OCCCC)OCCCC,-7.73
1810,2255,"1,4-dichlorobenzene",water,C1=CC(=CC=C1Cl)Cl,O,-1.01
830,1080,propyne,hexadecane,CC#C,CCCCCCCCCCCCCCCC,-1.4
119,158,1-pentanol,bromobenzene,CCCCCO,C1=CC=C(C=C1)Br,-5.06
656,886,1-propanol,dodecane,CCCO,CCCCCCCCCCCC,-2.74
2158,2791,cyclopentadiene,dimethylsulfoxide,C1C=CC=C1,CS(=O)C,-56.1
2122,2745,aniline,dimethylsulfoxide,C1=CC=C(C=C1)N,CS(=O)C,-52.9
2314,2984,water,water,O,O,-87.8
635,865,n-octane,dimethylformamide,CCCCCCCC,CN(C)C=O,-3.77
369,520,butylacetate,chlorohexane,CCCCCC(=O)[O-],CCCCCCCl,-5.37
268,405,ethylbenzene,chloroform,CCC1=CC=CC=C1,C(Cl)(Cl)Cl,-5.84
655,885,ethanol,dodecane,CCO,CCCCCCCCCCCC,-2.06
2177,2810,methylamine,dimethylsulfoxide,CN,CS(=O)C,-82.4
935,1195,"Z-1,2-dichloroethene",hexadecane,C(=C\Cl)\Cl,CCCCCCCCCCCCCCCC,-3.33
822,1071,cyclohexane,hexadecane,C1CCCCC1,CCCCCCCCCCCCCCCC,-4.04
866,1116,acetaldehyde,hexadecane,CC=O,CCCCCCCCCCCCCCCC,-1.68
46,74,1-hexanol,benzene,CCCCCCO,C1=CC=CC=C1,-6.13
1373,1695,fluorobenzene,octanol,C1=CC=C(C=C1)F,CCCCCCCCO,-3.87
883,1134,butanoicacid,hexadecane,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CCCCCCCCCCCCCCCC,-3.86
991,1265,toluene,hexane,CC1=CC=CC=C1,CCCCCC,-4.84
876,1126,2-hexanone,hexadecane,CCCCC(=O)C,CCCCCCCCCCCCCCCC,-4.45
773,1021,nitrobenzene,heptane,C1=CC=C(C=C1)[N+](=O)[O-],CCCCCCC,-6.14
1219,1525,ethylamine,nonane,CCN,CCCCCCCCC,-1.98
1126,1409,2-butanone,isopropanol,CCC(=O)C,CC(C)O,-4.07
4,30,2-butanone,acetonitrile,CCC(=O)C,CC#N,-4.73
1595,2014,propanoicacid,toluene,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CC1=CC=CC=C1,-4.57
1077,1360,hexanoicacid,isobutanol,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,CC(C)CO,-8.77
837,1087,o-xylene,hexadecane,CC1=CC=CC=C1C,CCCCCCCCCCCCCCCC,-5.37
681,912,"1,2-ethanediol",ethylacetate,C(CO)O,CCOC(=O)C,-6.82
1715,2148,tetrahydrofuran,water,C1CCOC1,O,-3.47
1148,1447,"3,3-dimethylbutanone",mesitylene,CC(=O)C(C)(C)C,CC1=CC(=CC(=C1)C)C,-4.77
574,800,trimethylamine,diethylether,CN(C)C,CCOCC,-2.78
50,78,1-heptanol,benzene,CCCCCCCO,C1=CC=CC=C1,-6.85
853,1103,1-hexanol,hexadecane,CCCCCCO,CCCCCCCCCCCCCCCC,-4.92
1982,2578,3-methylacetanilide,octanol-water,CC1=CC(=CC=C1)NC(=O)C,CCCCCCCCO.O,-2.14
1823,2268,chlorodifluoromethane,water,C(F)(F)Cl,O,-0.5
833,1083,1-hexyne,hexadecane,CCCCC#C,CCCCCCCCCCCCCCCC,-3.42
1115,1398,1-nitropropane,isooctane,CCC[N+](=O)[O-],CC(C)CC(C)(C)C,-3.94
1166,1465,water,methylenechloride,O,C(Cl)Cl,-2.63
1906,2379,dimethoxymethane,water,COCOC,O,-2.93
971,1236,"3,4-dimethylpyridine",hexadecane,CC1=C(C=NC=C1)C,CCCCCCCCCCCCCCCC,-2.58
399,550,2-butanone,cyclohexane,CCC(=O)C,C1CCCCC1,-3.48
19,46,2-butanone,aniline,CCC(=O)C,C1=CC=C(C=C1)N,-4.87
684,915,1-pentanol,ethylacetate,CCCCCO,CCOC(=O)C,-6.13
35,63,cyclohexane,benzene,C1CCCCC1,C1=CC=CC=C1,-4.05
2236,2889,4-ethylpyridine,methanol,CCC1=CC=NC=C1,CO,-57.6
524,694,ethylamine,decanol,CCN,CCCCCCCCCCO,-3.91
920,1179,dimethyldisulfide,hexadecane,CSSC,CCCCCCCCCCCCCCCC,-4.84
1841,2289,tripropylphosphate,water,CCOC(=O)C1=C(NC(=O)NC1C2=CC=CC=C2)C,O,-6.1
1890,2358,4-methylaniline,water,CC1=CC=C(C=C1)N,O,-5.55
537,707,p-cresol,dibromoethane,CC1=CC=C(C=C1)O,CC(Br)Br,-7.52
1705,2138,t-butanol,water,CC(C)(C)O,O,-4.51
2313,2983,acetophenone,water,CC(=O)C1=CC=CC=C1,O,-55.7
245,378,2-pentanone,chlorobenzene,CCCC(=O)C,C1=CC=C(C=C1)Cl,-5.29
784,1032,thiophene,heptane,C1=CSC=C1,CCCCCCC,-4.09
1409,1732,triethylphosphate,octanol,CCOP(=O)(OCC)OCC,CCCCCCCCO,-8.88
154,196,bromoform,bromoform,C(Br)(Br)Br,C(Br)(Br)Br,-6.21
1686,2119,ethyne,water,C#C,O,-0.01
