Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
ethylamine;hexanol;CCN;CCCCCCO;-4.2
pentanoicacid;dichloroethane;CCCCC(=O)O;CC(Cl)Cl;-6.47
pentylacetate;octane;CCCCCOC(=O)C;CCCCCCCC;-5.36
ethanol;bromoform;CCO;C(Br)(Br)Br;-3.24
bromotrichloromethane;water;C(Cl)(Cl)(Cl)Br;O;-0.93
pentachloronitrobenzene;octanol;C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-];CCCCCCCCO;-11.55
p-bromophenol;dichloroethane;C1=CC(=CC=C1O)Br;CC(Cl)Cl;-9.1
benzaldehyde;carbontet;C1=CC=C(C=C1)C=O;C(Cl)(Cl)(Cl)Cl;-6.11
propylamine;xylene;CCCN;CC1=CC=C(C=C1)C;-3.69
3-methylaniline;carbontet;CC1=CC(=CC=C1)N;C(Cl)(Cl)(Cl)Cl;-7.23
diethylamine;diisopropylether;CCNCC;CC(C)OC(C)C;-3.78
pentanoicacid;xylene;CCCCC(=O)O;CC1=CC=C(C=C1)C;-5.71
m-xylene;carbontet;CC1=CC(=CC=C1)C;C(Cl)(Cl)(Cl)Cl;-5.71
acetone;carbontet;CC(=O)C;C(Cl)(Cl)(Cl)Cl;-3.35
2-chloropentane;water;CCCC(C)Cl;O;0.07
triethylphosphate;water;CCOP(=O)(OCC)OCC;O;-7.8
pentylacetate;water;CCCCCOC(=O)C;O;-2.45
3-methylpyridine;chloroform;CC1=CN=CC=C1;C(Cl)(Cl)Cl;-7.35
diethylamine;dichloroethane;CCNCC;CC(Cl)Cl;-4.0
5-nonanone;hexadecane;CCCCC(=O)CCCC;CCCCCCCCCCCCCCCC;-6.46
butylamine;diethylether;CCCCN;CCOCC;-4.24
water;ethylacetate;O;CCOC(=O)C;-4.26
methylpropanoate;chloroform;CCC(=O)OC;C(Cl)(Cl)Cl;-5.48
4-methylpyridine;chloroform;CC1=CC=NC=C1;C(Cl)(Cl)Cl;-7.5
toluene;methoxyethanol;CC1=CC=CC=C1;COCCO;-4.49
n-propane;water;CCC;O;1.96
dimethyl4-nitrophenylthiophosphate;water;CCN(CC)C1=C(C=C(C(=C1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-];O;-7.62
methanol;xylene;CO;CC1=CC=C(C=C1)C;-1.73
m-cresol;nitrobenzene;CC1=CC(=CC=C1)O;C1=CC=C(C=C1)[N+](=O)[O-];-7.29
3-methylaniline;heptane;CC1=CC(=CC=C1)N;CCCCCCC;-6.35
iodobenzene;diethylether;C1=CC=C(C=C1)I;CCOCC;-6.64
methylhexanoate;benzene;CCCCCC(=O)OC;C1=CC=CC=C1;-6.47
ethanol;ethylbenzene;CCO;CCC1=CC=CC=C1;-2.49
benzene;butanol;C1=CC=CC=C1;CCCCO;-3.39
1,2-ethanediol;octanol;C(CO)O;CCCCCCCCO;-7.44
toluene;dimethylsulfoxide;CC1=CC=CC=C1;CS(=O)C;-4.42
2-butanone;tetralin;CCC(=O)C;C1CCC2=CC=CC=C2C1;-3.12
water;diisopropylether;O;CC(C)OC(C)C;-3.58
ethylacetate;ethylacetate;CCOC(=O)C;CCOC(=O)C;-4.46
o-cresol;chlorobenzene;CC1=CC=CC=C1O;C1=CC=C(C=C1)Cl;-7.33
m-xylene;water;CC1=CC(=CC=C1)C;O;-0.84
aceticacid;diethylether;CC(=O)O;CCOCC;-6.26
1-heptanol;chloroform;CCCCCCCO;C(Cl)(Cl)Cl;-7.53
n-propane;cyclohexane;CCC;C1CCCCC1;-2.09
ethylphenylether;octanol;CCOC1=CC=CC=C1;CCCCCCCCO;-5.65
2-(dimethoxyphosphinothioylthio)butanedioicaciddiethylester(malathion);water;CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC;O;-8.2
n-octane;ethanol;CCCCCCCC;CCO;-4.23
nitromethane;dimethylformamide;C[N+](=O)[O-];CN(C)C=O;-5.66
pentylacetate;carbontet;CCCCCOC(=O)C;C(Cl)(Cl)(Cl)Cl;-6.35
carbondisulfide;carbondisulfide;C(=S)=S;C(=S)=S;-3.95
4-ethylpyridine;octanol;CCC1=CC=NC=C1;CCCCCCCCO;-7.8
2-chlorobutane;water;CCC(C)Cl;O;0.07
n-octane;bromoethane;CCCCCCCC;CCBr;-5.54
cyclohexane;octanol;C1CCCCC1;CCCCCCCCO;-3.46
butylacetate;fluoroctane;CCCCCC(=O)[O-];CCCCCCC(C)F;-5.22
ethyl4-cyanophenylphenylthiophosphonate;water;CC1=CC(=O)CC(C1)(C)C;O;-5.1
1,4-dioxane;nitromethane;C1COCCO1;C[N+](=O)[O-];-5.46
toluene;dimethylpyridine;CC1=CC=CC=C1;CC1=C(N=CC=C1)C;-5.03
phenol;methylenechloride;C1=CC=C(C=C1)O;C(Cl)Cl;-7.5
triethylphosphate;dichloroethane;CCOP(=O)(OCC)OCC;CC(Cl)Cl;-9.59
2-pentanone;isooctane;CCCC(=O)C;CC(C)CC(C)(C)C;-4.14
N-(2-hydroxyphenyl)acetamide;octanol;CC(=O)NC1=CC=CC=C1O;CCCCCCCCO;-12.59
acetone;hexadecane;CC(=O)C;CCCCCCCCCCCCCCCC;-2.31
m-cresol;hexadecane;CC1=CC(=CC=C1)O;CCCCCCCCCCCCCCCC;-5.91
phenol;diethylether;C1=CC=C(C=C1)O;CCOCC;-8.75
N-(3-hydroxyphenyl)acetamide;water;CC(=O)NC1=CC(=CC=C1)O;O;-13.93
1-bromo-isobutane;water;COP(=O)(C(C(Cl)(Cl)Cl)O)OC;O;-0.03
2-butanone;decane;CCC(=O)C;CCCCCCCCCC;-3.3
propanoicacid;diethylether;CCC(=O)O;CCOCC;-6.75
acetone;xylene;CC(=O)C;CC1=CC=C(C=C1)C;-3.26
m-cresol;cyclohexane;CC1=CC(=CC=C1)O;C1CCCCC1;-5.2
ethanol;toluene;CCO;CC1=CC=CC=C1;-3.33
1-propanol;bromoform;CCCO;C(Br)(Br)Br;-4.03
phenol;mesitylene;C1=CC=C(C=C1)O;CC1=CC(=CC(=C1)C)C;-6.8
2-butanone;dimethylsulfoxide;CCC(=O)C;CS(=O)C;-4.23
pentanal;isooctane;CCCCC=O;CC(C)CC(C)(C)C;-4.24
1-methylthymine;chloroform;CC1=CN(C(=O)NC1=O)C;C(Cl)(Cl)Cl;-9.71
hexanoicacid;butanone;CCCCCC(=O)O;CCC(=O)C;-8.07
2-methylpentane;water;CCCC(C)C;O;2.52
N1,N1-diethyl-2,6-dinitro-4-trifluoromethyl-m-phenylenediamine(dinitramine);water;CCN(CC)C1=C(C=C(C(=C1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-];O;-5.7
ethylamine;tributylphosphate;CCN;CCCCOP(=O)(OCCCC)OCCCC;-3.29
morpholine;chloroform;C1COCCN1;C(Cl)(Cl)Cl;-6.72
methanol;heptane;CO;CCCCCCC;-1.29
2-butanone;isopropanol;CCC(=O)C;CC(C)O;-4.07
N-butyl-N-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline(benefin);water;CCCCN(CC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-];O;-3.5
4-amino-3,5,6-trichloropyridine-2-carboxylicacid;water;C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N;O;-11.96
2-octanone;octanol;CCCCCCC(=O)C;CCCCCCCCO;-6.38
hydrogenperoxide;dibutylether;OO;CCCCOCCCC;-5.75
triethylphosphate;hexane;CCOP(=O)(OCC)OCC;CCCCCC;-6.78
quinoline;octanol;C1=CC=C2C(=C1)C=CC=N2;CCCCCCCCO;-8.43
methylamine;chlorobenzene;CN;C1=CC=C(C=C1)Cl;-2.16
2-pentanone;octane;CCCC(=O)C;CCCCCCCC;-3.97
ethane;water;CC;O;1.83
p-cresol;decane;CC1=CC=C(C=C1)O;CCCCCCCCCC;-6.0
n-octane;pyridine;CCCCCCCC;C1=CC=NC=C1;-4.5
cyclopentane;hexadecane;C1CCCC1;CCCCCCCCCCCCCCCC;-3.38
chloroform;hexane;C(Cl)(Cl)Cl;CCCCCC;-3.17
water;tributylphosphate;O;CCCCOP(=O)(OCCCC)OCCCC;-4.69
benzonitrile;decalin;C1=CC=C(C=C1)C#N;C1CCC2CCCCC2C1;-5.86
2-hexanone;chlorohexane;CCCCC(=O)C;CCCCCCCl;-5.42
p-cresol;decalin;CC1=CC=C(C=C1)O;C1CCC2CCCCC2C1;-5.68
N-(3-hydroxyphenyl)acetamide;octanol;CC(=O)NC1=CC(=CC=C1)O;CCCCCCCCO;-14.93
Z-1,2-dichloroethene;octanol;C(=CCl)Cl;CCCCCCCCO;-3.71
1-butene;water;CCC=C;O;1.38
nitromethane;decane;C[N+](=O)[O-];CCCCCCCCCC;-2.81
methylpentanoate;trimethylbenzene;CCCCC(=O)OC;CC1=C(C(=CC=C1)C)C;-5.41
butylamine;heptanol;CCCCN;CCCCCCCO;-5.4
methylamine;carbontet;CN;C(Cl)(Cl)(Cl)Cl;-2.53
n-octane;nitroethane;CCCCCCCC;CC[N+](=O)[O-];-3.89
p-bromophenol;chlorobenzene;C1=CC(=CC=C1O)Br;C1=CC=C(C=C1)Cl;-8.54
1,2-ethanediol;butanol;C(CO)O;CCCCO;-8.69
o-cresol;butylacetate;CC1=CC=CC=C1O;CCCCCC(=O)[O-];-8.9
N,N'-dimethylpiperazine;water;CN1CCN(CC1)C;O;-7.58
1-hexanol;xylene;CCCCCCO;CC1=CC=C(C=C1)C;-5.85
bromoform;hexadecane;C(Br)(Br)Br;CCCCCCCCCCCCCCCC;-5.16
toluene;ethylacetate;CC1=CC=CC=C1;CCOC(=O)C;-5.05
2-butanone;nitromethane;CCC(=O)C;C[N+](=O)[O-];-4.72
2-pentanone;toluene;CCCC(=O)C;CC1=CC=CC=C1;-5.02
anisole;diethylether;COC1=CC=CC=C1;CCOCC;-5.71
methylacetate;decane;CC(=O)OC;CCCCCCCCCC;-2.98
5-bromouracil;water;C1=C(C(=O)NC(=O)N1)Br;O;-18.17
2-butanone;isopropylbenzene;CCC(=O)C;CC(C)C1=CC=CC=C1;-4.02
3,4-dimethylpyridine;water;CC1=C(C=NC=C1)C;O;-5.22
N-methylmorpholine;water;CN1CCOCC1;O;-6.34
3,3-dimethylbutanone;chlorohexane;CC(=O)C(C)(C)C;CCCCCCCl;-4.98
n-octane;dimethylsulfoxide;CCCCCCCC;CS(=O)C;-2.84
aniline;diethylether;C1=CC=C(C=C1)N;CCOCC;-6.51
n-octane;nitromethane;CCCCCCCC;C[N+](=O)[O-];-3.15
ethylphenylether;hexadecane;CCOC1=CC=CC=C1;CCCCCCCCCCCCCCCC;-5.64
1,4-dioxane;isooctane;C1COCCO1;CC(C)CC(C)(C)C;-4.02
ethylamine;heptane;CCN;CCCCCCC;-2.09
ethylperoxide;water;CCOOCC;O;-5.32
2-butanone;iodobenzene;CCC(=O)C;C1=CC=C(C=C1)I;-4.22
water;isopropylbenzene;O;CC(C)C1=CC=CC=C1;-1.41
2-heptanone;isopropylbenzene;CCCCCC(=O)C;CC(C)C1=CC=CC=C1;-5.99
ethylamine;odichlorobenzene;CCN;C1=CC=C(C(=C1)Cl)Cl;-2.59
chloroethane;water;CCCl;O;-0.63
1-pentanol;nonane;CCCCCO;CCCCCCCCC;-3.92
2-methyl-1-nitrobenzene;chloroform;CC1=CC=CC=C1[N+](=O)[O-];C(Cl)(Cl)Cl;-8.3
p-cresol;octanol;CC1=CC=C(C=C1)O;CCCCCCCCO;-8.84
methylpentanoate;chloroform;CCCCC(=O)OC;C(Cl)(Cl)Cl;-6.68
propanoicacid;carbontet;CCC(=O)O;C(Cl)(Cl)(Cl)Cl;-4.09
bis(2-chloroethyl)sulfide;water;C(CCl)SCCCl;O;-3.92
2-butanone;mesitylene;CCC(=O)C;CC1=CC(=CC(=C1)C)C;-3.95
2,3-dichlorobiphenyl;octanol;C1=CC=C(C=C1)C2=C(C(=CC=C2)Cl)Cl;CCCCCCCCO;-9.23
ethylacetate;isobutanol;CCOC(=O)C;CC(C)CO;-4.27
methylacetate;ethylbenzene;CC(=O)OC;CCC1=CC=CC=C1;-3.74
triethylphosphate;chloroform;CCOP(=O)(OCC)OCC;C(Cl)(Cl)Cl;-10.9
N-methyl-2-pyrrolidinone;chloroform;CN1CCCC1=O;C(Cl)(Cl)Cl;-9.82
bromobenzene;carbontet;C1=CC=C(C=C1)Br;C(Cl)(Cl)(Cl)Cl;-5.85
1-pentanol;pentanol;CCCCCO;CCCCCO;-7.92
5-chlorouracil;water;C1=C(C(=O)NC(=O)N1)Cl;O;-17.74
butylamine;nonane;CCCCN;CCCCCCCCC;-3.55
propylacetate;bromooctane;CCCOC(=O)C;CCCCCCCCBr;-4.48
dimethyldisulfide;water;CSSC;O;-1.83
nitroethane;hexadecane;CC[N+](=O)[O-];CCCCCCCCCCCCCCCC;-3.29
1,4-dioxane;xylene;C1COCCO1;CC1=CC=C(C=C1)C;-4.86
1,2,3,4,5,6-hexachlorocyclohexane(lindane);octanol;C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl;CCCCCCCCO;-10.71
1,4-dioxane;dimethylformamide;C1COCCO1;CN(C)C=O;-5.03
2-methoxyethanol;octanol;COCCO;CCCCCCCCO;-5.83
1-heptanol;ethylbenzene;CCCCCCCO;CCC1=CC=CC=C1;-6.7
diethylamine;octane;CCNCC;CCCCCCCC;-3.42
nitromethane;carbondisulfide;C[N+](=O)[O-];C(=S)=S;-3.3
1-heptanol;octane;CCCCCCCO;CCCCCCCC;-5.56
9-methyladenine;octanol;CN1C=NC2=C1N=CN=C2N;CCCCCCCCO;-13.56
1-amino-4-anilinoanthraquinone;water;C1=CC=C(C=C1)NC2=C3C(=C(C=C2)N)C(=O)C4=CC=CC=C4C3=O;O;-7.4
methylpropanoate;heptane;CCC(=O)OC;CCCCCCC;-3.63
2,2,4-trimethylpentane;hexadecane;CC(C)CC(C)(C)C;CCCCCCCCCCCCCCCC;-4.24
hexanoicacid;carbontet;CCCCCC(=O)O;C(Cl)(Cl)(Cl)Cl;-6.99
p-dibromobenzene;heptane;C1=CC(=CC=C1Br)Br;CCCCCCC;-7.55
dimethylsulfide;hexadecane;CSC;CCCCCCCCCCCCCCCC;-3.05
g-butyrolactone;butanone;C1CC(=O)OC1;CCC(=O)C;-4.47
perfluorobenzene;perfluorobenzene;C1(=C(C(=C(C(=C1F)F)F)F)F)F;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-4.42
aceticacid;4methyl2pentanone;CC(=O)O;CC(C)CC(=O)C;-6.33
benzaldehyde;water;C1=CC=C(C=C1)C=O;O;-4.02
2-butanone;carbondisulfide;CCC(=O)C;C(=S)=S;-3.85
ethanol;anisole;CCO;COC1=CC=CC=C1;-3.59
chlorobenzene;ethanol;C1=CC=C(C=C1)Cl;CCO;-3.3
aniline;chloroform;C1=CC=C(C=C1)N;C(Cl)(Cl)Cl;-7.34
propylacetate;cyclohexane;CCCOC(=O)C;C1CCCCC1;-4.36
chlorobenzene;heptane;C1=CC=C(C=C1)Cl;CCCCCCC;-5.15
iodomethane;diethylether;CI;CCOCC;-3.51
o-cresol;octane;CC1=CC=CC=C1O;CCCCCCCC;-6.16
1,4-dioxane;phenylether;C1COCCO1;C1=CC=C(C=C1)OC2=CC=CC=C2;-4.83
cyclopentanone;octanol;C1CCC(=O)C1;CCCCCCCCO;-5.01
1-octanol;octanol;CCCCCCCCO;CCCCCCCCO;-8.13
2-pentanone;hexadecane;CCCC(=O)C;CCCCCCCCCCCCCCCC;-3.76
N2,N4-diisopropyl-6-methylthio-1,3,5-triazine-2,4-diamine(prometryn);water;CC(C)NC1=NC(=NC(=N1)SC)NC(C)C;O;-8.4
o-cresol;cyclohexane;CC1=CC=CC=C1O;C1CCCCC1;-6.02
ethylamine;toluene;CCN;CC1=CC=CC=C1;-2.67
benzene;hexadecane;C1=CC=CC=C1;CCCCCCCCCCCCCCCC;-3.8
1-pentanol;octane;CCCCCO;CCCCCCCC;-4.1
methylhexanoate;dichloroethane;CCCCCC(=O)OC;CC(Cl)Cl;-6.57
chlorobenzene;decalin;C1=CC=C(C=C1)Cl;C1CCC2CCCCC2C1;-4.61
5-bromouracil;ethylacetate;C1=C(C(=O)NC(=O)N1)Br;CCOC(=O)C;-17.93
methanol;ethylbenzene;CO;CCC1=CC=CC=C1;-1.43
water;methylenechloride;O;C(Cl)Cl;-2.63
1-naphthylmethylcarbamate(carbaryl);water;CNC(=O)OC1=CC=CC2=CC=CC=C21;O;-9.5
dimethylether;water;COC;O;-1.92
2-butanone;octane;CCC(=O)C;CCCCCCCC;-3.24
2-heptanone;trimethylbenzene;CCCCCC(=O)C;CC1=C(C(=CC=C1)C)C;-6.01
ethanethiol;isooctane;CCS;CC(C)CC(C)(C)C;-3.13
phenol;hexane;C1=CC=C(C=C1)O;CCCCCC;-5.49
acetaldehyde;chloroform;CC=O;C(Cl)(Cl)Cl;-3.65
3-methylpyridine;water;CC1=CN=CC=C1;O;-4.77
N-methylaniline;benzene;CNC1=CC=CC=C1;C1=CC=CC=C1;-6.64
3-pentanone;hexadecane;CCC(=O)CC;CCCCCCCCCCCCCCCC;-3.83
2-iodopropane;octanol;CC(C)I;CCCCCCCCO;-4.4
pentanoicacid;octanol;CCCCC(=O)O;CCCCCCCCO;-8.22
benzene;pentanol;C1=CC=CC=C1;CCCCCO;-3.53
anisole;decalin;COC1=CC=CC=C1;C1CCC2CCCCC2C1;-5.0
phenol;nonane;C1=CC=C(C=C1)O;CCCCCCCCC;-5.6
phosphine;water;P;O;0.6
4-methylaniline;xylene;CC1=CC=C(C=C1)N;CC1=CC=C(C=C1)C;-7.17
1,4-dioxane;isopropanol;C1COCCO1;CC(C)O;-4.49
diethylsulfide;water;CCSCC;O;-1.43
hydrazine;water;NN;O;-6.26
1-pentene;hexadecane;CCCC=C;CCCCCCCCCCCCCCCC;-2.79
ethylacetate;decalin;CCOC(=O)C;C1CCC2CCCCC2C1;-3.47
methanol;bromoform;CO;C(Br)(Br)Br;-2.79
aniline;aniline;C1=CC=C(C=C1)N;C1=CC=C(C=C1)N;-7.61
nitromethane;water;C[N+](=O)[O-];O;-3.95
toluene;tetrahydrothiophenedioxide;CC1=CC=CC=C1;C1CCS(=O)(=O)C1;-4.23
1-propanol;bromobenzene;CCCO;C1=CC=C(C=C1)Br;-3.74
N,N-dimethylacetamide;heptane;CC(=O)N(C)C;CCCCCCC;-4.8
bromobenzene;decane;C1=CC=C(C=C1)Br;CCCCCCCCCC;-5.43
aceticacid;ethylacetate;CC(=O)O;CCOC(=O)C;-6.46
ethylamine;dichloroethane;CCN;CC(Cl)Cl;-3.19
3-iodopropene;hexadecane;C=CCI;CCCCCCCCCCCCCCCC;-4.1
1,4-dioxane;carbontet;C1COCCO1;C(Cl)(Cl)(Cl)Cl;-4.97
propyne;water;CC#C;O;-0.31
1,1-diacetoxyethane;water;CC(OC(=O)C)OC(=O)C;O;-4.97
o-cresol;bromoform;CC1=CC=CC=C1O;C(Br)(Br)Br;-7.45
p-cresol;methylenechloride;CC1=CC=C(C=C1)O;C(Cl)Cl;-7.71
methylhexanoate;pentane;CCCCCC(=O)OC;CCCCC;-5.67
butanoicacid;octanol;CCCC(=O)O;CCCCCCCCO;-7.58
tetrachloroethene;octanol;C(=C(Cl)Cl)(Cl)Cl;CCCCCCCCO;-4.24
ethylacetate;chlorobenzene;CCOC(=O)C;C1=CC=C(C=C1)Cl;-4.63
chlorodifluoromethane;water;C(F)(F)Cl;O;-0.5
methylamine;diethylether;CN;CCOCC;-2.32
pentanoicacid;heptane;CCCCC(=O)O;CCCCCCC;-5.23
n-octane;iodobenzene;CCCCCCCC;C1=CC=C(C=C1)I;-4.72
phenol;iodobenzene;C1=CC=C(C=C1)O;C1=CC=C(C=C1)I;-6.76
t-butanol;hexadecane;CC(C)(C)O;CCCCCCCCCCCCCCCC;-2.74
triethylamine;triethylamine;CCN(CC)CC;CCN(CC)CC;-4.44
m-cresol;hexanol;CC1=CC(=CC=C1)O;CCCCCCO;-8.42
propene;isooctane;CC=C;CC(C)CC(C)(C)C;-1.61
2-heptanone;heptane;CCCCCC(=O)C;CCCCCCC;-5.22
pentylacetate;chlorobenzene;CCCCCOC(=O)C;C1=CC=C(C=C1)Cl;-6.49
acetylsalicylicacid;water;CC(=O)OC1=CC=CC=C1C(=O)O;O;-9.94
O,O,O',O'-tetraethylS,S'-methylenebis(phosphorodithioate)(ethion);water;CCOP(=S)(OCC)SCSP(=S)(OCC)OCC;O;-6.1
ethyne;water;C#C;O;-0.01
dimethylether;octanol;COC;CCCCCCCCO;-2.06
butylamine;isopropyltoluene;CCCCN;CC1=CC=CC=C1C(C)C;-4.22
toluene;hexadecane;CC1=CC=CC=C1;CCCCCCCCCCCCCCCC;-4.54
2,5-dimethylpyridine;hexadecane;CC1=CN=C(C=C1)C;CCCCCCCCCCCCCCCC;-5.52
piperazine;water;C1CNCCN1;O;-7.4
propylacetate;tetrachloroethene;CCCOC(=O)C;C(=C(Cl)Cl)(Cl)Cl;-4.8
aniline;dichloroethane;C1=CC=C(C=C1)N;CC(Cl)Cl;-7.39
bromoethane;water;CCBr;O;-0.7
toluene;dimethylacetamide;CC1=CC=CC=C1;CC(=O)N(C)C;-4.94
acetone;cyclohexane;CC(=O)C;C1CCCCC1;-2.67
1-chloropropane;water;CCCCl;O;-0.27
propylamine;bromobenzene;CCCN;C1=CC=C(C=C1)Br;-3.57
butylamine;octanol;CCCCN;CCCCCCCCO;-5.33
aniline;pentanol;C1=CC=C(C=C1)N;CCCCCO;-6.44
acetone;chlorobenzene;CC(=O)C;C1=CC=C(C=C1)Cl;-3.86
nitromethane;benzylalcohol;C[N+](=O)[O-];C1=CC=C(C=C1)CO;-4.53
thioanisole;water;CSC1=CC=CC=C1;O;-2.73
benzamide;cyclohexane;C1=CC=C(C=C1)C(=O)N;C1CCCCC1;-8.72
butanoicacid;secbutanol;CCCC(=O)O;CCC(C)O;-7.34
g-butyrolactone;toluene;C1CC(=O)OC1;CC1=CC=CC=C1;-4.7
chlorotoluene;water;CC(C)(C=NOC(=O)NC)SC;O;-1.92
n-heptane;hexadecane;CCCCCCC;CCCCCCCCCCCCCCCC;-4.33
toluene;pentanol;CC1=CC=CC=C1;CCCCCO;-4.25
benzene;isooctane;C1=CC=CC=C1;CC(C)CC(C)(C)C;-4.01
1-butanol;isooctane;CCCCO;CC(C)CC(C)(C)C;-3.56
o-cresol;octanol;CC1=CC=CC=C1O;CCCCCCCCO;-8.49
formaldehyde;hexadecane;C=O;CCCCCCCCCCCCCCCC;-0.99
2-methoxybenzoicacid;octanol;COC1=CC=CC=C1C(=O)O;CCCCCCCCO;-12.49
1,4-dioxane;methoxyethanol;C1COCCO1;COCCO;-4.91
aniline;diisopropylether;C1=CC=C(C=C1)N;CC(C)OC(C)C;-6.67
pentanoicacid;benzene;CCCCC(=O)O;C1=CC=CC=C1;-6.01
3,3-dimethylbutanone;isopropylbenzene;CC(=O)C(C)(C)C;CC(C)C1=CC=CC=C1;-4.81
ethanol;carbondisulfide;CCO;C(=S)=S;-2.72
n-pentane;pentane;CCCCC;CCCCC;-3.35
pentanal;water;CCCCC=O;O;-3.03
1,2-ethanediol;hexadecane;C(CO)O;CCCCCCCCCCCCCCCC;-2.81
phenol;tetrachloroethene;C1=CC=C(C=C1)O;C(=C(Cl)Cl)(Cl)Cl;-6.1
butylamine;benzylalcohol;CCCCN;C1=CC=C(C=C1)CO;-5.15
4-methylpyridine;water;CC1=CC=NC=C1;O;-4.94
methylpropanoate;benzene;CCC(=O)OC;C1=CC=CC=C1;-4.58
ethylacetate;tbutylbenzene;CCOC(=O)C;CC(C)(C)C1=CC=CC=C1;-4.22
2-pentanone;mesitylene;CCCC(=O)C;CC1=CC(=CC(=C1)C)C;-4.8
bromobenzene;hexane;C1=CC=C(C=C1)Br;CCCCCC;-5.66
1-butene;octanol;CCC=C;CCCCCCCCO;-1.89
methylisopropylether;octanol;CC(C)OC;CCCCCCCCO;-4.64
benzonitrile;benzonitrile;C1=CC=C(C=C1)C#N;C1=CC=C(C=C1)C#N;-7.28
toluene;decalin;CC1=CC=CC=C1;C1CCC2CCCCC2C1;-4.37
methylpropanoate;toluene;CCC(=O)OC;CC1=CC=CC=C1;-4.62
n-octane;fluorobenzene;CCCCCCCC;C1=CC=C(C=C1)F;-4.99
4-mesyl-2,6-dinitro-N,N-dipropylaniline(nitralin);water;CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-];O;-8.0
fluorobenzene;fluorobenzene;C1=CC=C(C=C1)F;C1=CC=C(C=C1)F;-4.6
2-methylaniline;chloroform;CC1=CC=CC=C1N;C(Cl)(Cl)Cl;-8.23
n-octane;methoxyethanol;CCCCCCCC;COCCO;-3.71
methylamine;chloroform;CN;C(Cl)(Cl)Cl;-3.17
acetone;ethylbenzene;CC(=O)C;CCC1=CC=CC=C1;-3.41
ethyloctadecanoate;hexadecane;CCCCCCCCCCCCCCCCCC(=O)OCC;CCCCCCCCCCCCCCCC;-13.69
ethylbenzene;octanol;CCC1=CC=CC=C1;CCCCCCCCO;-5.08
methylpropanoate;xylene;CCC(=O)OC;CC1=CC=C(C=C1)C;-4.2
propanoicacid;dibutylether;CCC(=O)O;CCCCOCCCC;-6.11
1-butanol;ethylacetate;CCCCO;CCOC(=O)C;-5.77
2-butanone;methylformamide;CCC(=O)C;CNC=O;-4.34
m-xylene;hexane;CC1=CC(=CC=C1)C;CCCCCC;-4.99
fluorotrichloromethane;cyclohexane;C(F)(Cl)(Cl)Cl;C1CCCCC1;-2.63
nitromethane;cyclohexanone;C[N+](=O)[O-];C1CCC(=O)CC1;-5.09
piperidine;octanol;C1CCNCC1;CCCCCCCCO;-6.27
acetone;tetralin;CC(=O)C;C1CCC2=CC=CC=C2C1;-2.54
butylamine;odichlorobenzene;CCCCN;C1=CC=C(C(=C1)Cl)Cl;-4.13
cyclopentanone;carbontet;C1CCC(=O)C1;C(Cl)(Cl)(Cl)Cl;-5.26
1-heptanol;hexadecane;CCCCCCCO;CCCCCCCCCCCCCCCC;-5.62
p-cresol;toluene;CC1=CC=C(C=C1)O;CC1=CC=CC=C1;-7.56
m-cresol;xylene;CC1=CC(=CC=C1)O;CC1=CC=C(C=C1)C;-6.32
p-bromophenol;methylenechloride;C1=CC(=CC=C1O)Br;C(Cl)Cl;-9.09
2-hexanone;perfluorobenzene;CCCCC(=O)C;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-5.55
methylacetate;perfluorobenzene;CC(=O)OC;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-4.23
trimethylamine;water;CN(C)C;O;-3.23
2-ethylpyrazine;water;CCC1=NC=CN=C1;O;-5.51
dipropylamine;toluene;CCCNCCC;CC1=CC=CC=C1;-5.24
hydrazine;diethylether;NN;CCOCC;-3.08
aceticacid;onitrotoluene;CC(=O)O;CC1=CC=CC=C1[N+](=O)[O-];-4.68
diethylamine;hexadecane;CCNCC;CCCCCCCCCCCCCCCC;-3.27
1-bromopropane;hexadecane;CCCBr;CCCCCCCCCCCCCCCC;-3.57
ethylamine;bromobenzene;CCN;C1=CC=C(C=C1)Br;-2.73
o-cresol;heptane;CC1=CC=CC=C1O;CCCCCCC;-6.01
methylpropanoate;water;CCC(=O)OC;O;-2.93
toluene;acetophenone;CC1=CC=CC=C1;CC(=O)C1=CC=CC=C1;-4.9
n-propane;octanol;CCC;CCCCCCCCO;-1.26
2-hexanone;xylene;CCCCC(=O)C;CC1=CC=C(C=C1)C;-5.49
dichloromethane;hexadecyliodide;C(Cl)Cl;CCCCCCCCCCCCCCCCI;-2.76
