,Solute,Solvent,SoluteSMILES,SolventSMILES,DeltaGsolv
2014,propanoicacid,toluene,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CC1=CC=CC=C1,-4.57
2015,butanoicacid,toluene,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CC1=CC=CC=C1,-5.24
2017,hexanoicacid,toluene,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,CC1=CC=CC=C1,-6.97
2020,ethylacetate,toluene,CCOC(=O)C,CC1=CC=CC=C1,-4.41
2021,propylacetate,toluene,CCCCC(=O)O,CC1=CC=CC=C1,-5
2023,butylacetate,toluene,CCCCCC(=O)[O-],CC1=CC=CC=C1,-5.57
2026,ethylamine,toluene,CCN,CC1=CC=CC=C1,-2.67
2027,dimethylamine,toluene,CNC,CC1=CC=CC=C1,-2.68
2028,propylamine,toluene,CCCN,CC1=CC=CC=C1,-3.51
2029,trimethylamine,toluene,CN(C)C,CC1=CC=CC=C1,-2.71
2030,butylamine,toluene,CCCCN,CC1=CC=CC=C1,-4.33
2031,diethylamine,toluene,CCNCC,CC1=CC=CC=C1,-3.75
2032,dipropylamine,toluene,CCCNCCC,CC1=CC=CC=C1,-5.24
2033,pyridine,toluene,C1=CC=NC=C1,CC1=CC=CC=C1,-5.13
2034,aniline,toluene,C1=CC=C(C=C1)N,CC1=CC=CC=C1,-6.69
2035,1-nitropropane,toluene,CCC[N+](=O)[O-],CC1=CC=CC=C1,-5.25
2036,p-bromophenol,toluene,C1=CC(=CC=C1O)Br,CC1=CC=CC=C1,-8.7
2037,ammonia,toluene,N,CC1=CC=CC=C1,-2.38
2038,water,toluene,O,CC1=CC=CC=C1,-1.69
2039,methylamine,toluene,CN,CC1=CC=CC=C1,-2.65
2040,methylbenzoate,toluene,COC(=O)C1=CC=CC=C1,CC1=CC=CC=C1,-7.96
2041,nitromethane,toluene,C[N+](=O)[O-],CC1=CC=CC=C1,-4.31
2042,g-butyrolactone,toluene,C1CC(=O)OC1,CC1=CC=CC=C1,-4.7
2043,4-methylaniline,toluene,CC1=CC=C(C=C1)N,CC1=CC=CC=C1,-7.39
2044,hydrogenperoxide,toluene,OO,CC1=CC=CC=C1,-3.14
2045,methanol,tributylphosphate,CO,CCCCOP(=O)(OCCCC)OCCCC,-4.16
2046,ethanol,tributylphosphate,CCO,CCCCOP(=O)(OCCCC)OCCCC,-4.57
2047,1-propanol,tributylphosphate,CCCO,CCCCOP(=O)(OCCCC)OCCCC,-5.42
2048,1-butanol,tributylphosphate,CCCCO,CCCCOP(=O)(OCCCC)OCCCC,-6.28
2049,1-pentanol,tributylphosphate,CCCCCO,CCCCOP(=O)(OCCCC)OCCCC,-6.69
2050,1-hexanol,tributylphosphate,CCCCCCO,CCCCOP(=O)(OCCCC)OCCCC,-7.68
2051,1-heptanol,tributylphosphate,CCCCCCCO,CCCCOP(=O)(OCCCC)OCCCC,-7.98
2053,propanoicacid,tributylphosphate,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CCCCOP(=O)(OCCCC)OCCCC,-7.73
2054,butanoicacid,tributylphosphate,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CCCCOP(=O)(OCCCC)OCCCC,-8.29
2056,ethylamine,tributylphosphate,CCN,CCCCOP(=O)(OCCCC)OCCCC,-3.29
2057,propylamine,tributylphosphate,CCCN,CCCCOP(=O)(OCCCC)OCCCC,-3.98
2058,aniline,tributylphosphate,C1=CC=C(C=C1)N,CCCCOP(=O)(OCCCC)OCCCC,-7.6
2059,2-methoxyethanol,tributylphosphate,COCCO,CCCCOP(=O)(OCCCC)OCCCC,-6.14
2060,water,tributylphosphate,O,CCCCOP(=O)(OCCCC)OCCCC,-4.69
2061,n-octane,triethylamine,CCCCCCCC,CCN(CC)CC,-5.62
2062,toluene,triethylamine,CC1=CC=CC=C1,CCN(CC)CC,-4.98
2063,ethanol,triethylamine,CCO,CCN(CC)CC,-4.02
2064,"1,4-dioxane",triethylamine,C1COCCO1,CCN(CC)CC,-4.41
2065,2-butanone,triethylamine,CCC(=O)C,CCN(CC)CC,-3.86
2066,nitromethane,triethylamine,C[N+](=O)[O-],CCN(CC)CC,-3.63
2067,triethylamine,triethylamine,CCN(CC)CC,CCN(CC)CC,-4.44
2068,2-butanone,trimethylbenzene,CCC(=O)C,CC1=C(C(=CC=C1)C)C,-3.97
2069,2-pentanone,trimethylbenzene,CCCC(=O)C,CC1=C(C(=CC=C1)C)C,-4.83
2070,2-hexanone,trimethylbenzene,CCCCC(=O)C,CC1=C(C(=CC=C1)C)C,-5.39
2071,"3,3-dimethylbutanone",trimethylbenzene,CC(=O)C(C)(C)C,CC1=C(C(=CC=C1)C)C,-4.8
2072,2-heptanone,trimethylbenzene,CCCCCC(=O)C,CC1=C(C(=CC=C1)C)C,-6.01
2078,trimethylbenzene,trimethylbenzene,CC1=C(C(=CC=C1)C)C,CC1=C(C(=CC=C1)C)C,-6.47
2079,benzene,undecane,C1=CC=CC=C1,CCCCCCCCCCC,-4.05
2080,toluene,undecane,CC1=CC=CC=C1,CCCCCCCCCCC,-4.81
2081,ethylbenzene,undecane,CCC1=CC=CC=C1,CCCCCCCCCCC,-5.44
2082,butylamine,undecane,CCCCN,CCCCCCCCCCC,-3.55
2083,chloroform,undecane,C(Cl)(Cl)Cl,CCCCCCCCCCC,-3.42
2084,"1,1,1-trichloroethane",undecane,CC(Cl)(Cl)Cl,CCCCCCCCCCC,-3.82
2085,"E-1,2-dichloroethene",undecane,C(=C/Cl)\Cl,CCCCCCCCCCC,-3.6
2086,trichloroethene,undecane,C(=C(Cl)Cl)Cl,CCCCCCCCCCC,-3.87
2087,chlorobenzene,undecane,C1=CC=C(C=C1)Cl,CCCCCCCCCCC,-5.12
2088,"1,2-dichlorobenzene",undecane,C1=CC=C(C(=C1)Cl)Cl,CCCCCCCCCCC,-6.11
2089,bromoform,undecane,C(Br)(Br)Br,CCCCCCCCCCC,-4.84
2090,tetrachloroethene,undecane,C(=C(Cl)Cl)(Cl)Cl,CCCCCCCCCCC,-4.63
2091,n-undecane,undecane,CCCCCCCCCCC,CCCCCCCCCCC,-7.22
2092,methane,water,C,O,2
2093,ethane,water,CC,O,1.83
2094,n-propane,water,CCC,O,1.96
2095,n-butane,water,CCCC,O,2.08
2096,n-pentane,water,CCCCC,O,2.33
2097,n-hexane,water,CCCCCC,O,2.49
2098,n-heptane,water,CCCCCCC,O,2.62
2099,n-octane,water,CCCCCCCC,O,2.89
2100,2-methylpropane,water,CC(C)C,O,2.32
2101,"2,2-dimethylpropane",water,CC(C)(C)C,O,2.5
2102,2-methylpentane,water,CCCC(C)C,O,2.52
2103,"2,4-dimethylpentane",water,CC(C)CC(C)C,O,2.88
2104,"2,2,4-trimethylpentane",water,CC(C)CC(C)(C)C,O,2.85
2105,cyclopropane,water,C1CC1,O,0.75
2106,cyclopentane,water,C1CCCC1,O,1.2
2107,cyclohexane,water,C1CCCCC1,O,1.23
2108,methylcyclohexane,water,CC1CCCCC1,O,1.71
2109,"cis-1,2-dimethylcyclohexane",water,C[C@@H]1CCCC[C@@H]1C,O,1.58
2110,ethene,water,C=C,O,1.27
2111,propene,water,CC=C,O,1.27
2113,2-methylpropene,water,CC(=C)C,O,1.16
2114,1-butene,water,CCC=C,O,1.38
2115,cyclopentene,water,C1CC=CC1,O,0.56
2116,1-pentene,water,CCCC=C,O,1.66
2117,E-2-pentene,water,CC/C=C/C,O,1.34
2118,1-hexene,water,CCCCC=C,O,1.68
2119,ethyne,water,C#C,O,-0.01
2120,propyne,water,CC#C,O,-0.31
2121,1-butyne,water,CCC#C,O,-0.16
2122,1-pentyne,water,CCCC#C,O,0.01
2123,1-hexyne,water,CCCCC#C,O,0.29
2124,benzene,water,C1=CC=CC=C1,O,-0.87
2125,toluene,water,CC1=CC=CC=C1,O,-0.89
2126,ethylbenzene,water,CCC1=CC=CC=C1,O,-0.8
2127,o-xylene,water,CC1=CC=CC=C1C,O,-0.9
2128,m-xylene,water,CC1=CC(=CC=C1)C,O,-0.84
2129,p-xylene,water,CC1=CC=C(C=C1)C,O,-0.81
2130,naphthalene,water,C1=CC=C2C=CC=CC2=C1,O,-2.39
2131,anthracene,water,C1=CC=C2C=C3C=CC=CC3=CC2=C1,O,-4.23
2132,methanol,water,CO,O,-5.11
2133,ethanol,water,CCO,O,-5.01
2134,"1,2-ethanediol",water,C(CO)O,O,-9.3
2135,1-propanol,water,CCCO,O,-4.83
2136,isopropanol,water,CC(C)O,O,-4.76
2137,1-butanol,water,CCCCO,O,-4.72
2138,t-butanol,water,CC(C)(C)O,O,-4.51
2139,cyclopentanol,water,C1CCC(C1)O,O,-5.49
2140,1-pentanol,water,CCCCCO,O,-4.47
2141,phenol,water,C1=CC=C(C=C1)O,O,-6.62
2142,1-hexanol,water,CCCCCCO,O,-4.36
2143,o-cresol,water,CC1=CC=CC=C1O,O,-5.87
2144,m-cresol,water,CC1=CC(=CC=C1)O,O,-5.49
2145,p-cresol,water,CC1=CC=C(C=C1)O,O,-6.14
2146,1-heptanol,water,CCCCCCCO,O,-4.24
2147,dimethylether,water,COC,O,-1.92
2148,tetrahydrofuran,water,C1CCOC1,O,-3.47
2149,"1,4-dioxane",water,C1COCCO1,O,-5.05
2150,diethylether,water,CCOCC,O,-1.76
2153,"1,2-dimethoxyethane",water,COCCOC,O,-4.84
2154,t-butylmethylether,water,CC(C)(C)OC,O,-2.21
2155,anisole,water,COC1=CC=CC=C1,O,-2.45
2156,acetaldehyde,water,CC=O,O,-3.5
2157,propanal,water,CCC=O,O,-3.44
2158,butanal,water,CCCC=O,O,-3.18
2159,pentanal,water,CCCCC=O,O,-3.03
2160,benzaldehyde,water,C1=CC=C(C=C1)C=O,O,-4.02
2161,acetone,water,CC(=O)C,O,-3.85
2162,2-butanone,water,CCC(=O)C,O,-3.64
2163,cyclopentanone,water,C1CCC(=O)C1,O,-4.68
2164,2-pentanone,water,CCCC(=O)C,O,-3.53
2165,3-pentanone,water,CCC(=O)CC,O,-3.41
2166,2-hexanone,water,CCCCC(=O)C,O,-3.29
2167,"3,3-dimethylbutanone",water,CC(=O)C(C)(C)C,O,-2.89
2168,2-heptanone,water,CCCCCC(=O)C,O,-3.04
2169,4-heptanone,water,CCCC(=O)CCC,O,-2.93
2170,acetophenone,water,CC(=O)C1=CC=CC=C1,O,-4.58
2171,5-nonanone,water,CCCCC(=O)CCCC,O,-2.67
2173,propanoicacid,water,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,O,-6.47
2174,butanoicacid,water,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,O,-6.36
2176,hexanoicacid,water,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,O,-6.21
2177,methylformate,water,COC=O,O,-2.78
2178,ethylformate,water,CCOC=O,O,-2.65
2181,ethylacetate,water,CCOC(=O)C,O,-3.1
2183,propylacetate,water,CCCCC(=O)O,O,-2.86
2185,butylacetate,water,CCCCCC(=O)[O-],O,-2.55
2188,ethylamine,water,CCN,O,-4.5
2189,dimethylamine,water,CNC,O,-4.29
2190,azetidine,water,C1CNC1,O,-5.56
2191,propylamine,water,CCCN,O,-4.39
2192,trimethylamine,water,CN(C)C,O,-3.23
2193,pyrrolidine,water,C1CCNC1,O,-5.48
2194,piperazine,water,C1CNCCN1,O,-7.4
2195,butylamine,water,CCCCN,O,-4.29
2196,diethylamine,water,CCNCC,O,-4.07
2197,N-methylpiperazine,water,CN1CCNCC1,O,-7.77
2198,pentylamine,water,CCCCCN,O,-4.1
2199,"N,N'-dimethylpiperazine",water,CN1CCN(CC1)C,O,-7.58
2200,dipropylamine,water,CCCNCCC,O,-3.66
2201,pyridine,water,C1=CC=NC=C1,O,-4.7
2202,2-methylpyrazine,water,CC1=NC=CN=C1,O,-5.57
2203,aniline,water,C1=CC=C(C=C1)N,O,-5.49
2204,2-methylpyridine,water,CC1=CC=CC=N1,O,-4.63
2205,3-methylpyridine,water,CC1=CN=CC=C1,O,-4.77
2206,4-methylpyridine,water,CC1=CC=NC=C1,O,-4.94
2207,N-methylaniline,water,CNC1=CC=CC=C1,O,-4.68
2208,"2,4-dimethylpyridine",water,CC1=CC(=NC=C1)C,O,-4.86
2209,"2,5-dimethylpyridine",water,CC1=CN=C(C=C1)C,O,-4.72
2210,"2,6-dimethylpyridine",water,CC1=NC(=CC=C1)C,O,-4.6
2211,acetonitrile,water,CC#N,O,-3.89
2212,propionitrile,water,CCC#N,O,-3.85
2214,benzonitrile,water,C1=CC=C(C=C1)C#N,O,-4.1
2215,nitroethane,water,CC[N+](=O)[O-],O,-3.71
2216,1-nitropropane,water,CCC[N+](=O)[O-],O,-3.34
2217,2-nitropropane,water,CC(C)[N+](=O)[O-],O,-3.14
2218,1-nitrobutane,water,CCCC[N+](=O)[O-],O,-3.08
2219,nitrobenzene,water,C1=CC=C(C=C1)[N+](=O)[O-],O,-4.12
2220,2-methyl-1-nitrobenzene,water,CC1=CC=CC=C1[N+](=O)[O-],O,-3.59
2221,methanethiol,water,CS,O,-1.24
2222,ethanethiol,water,CCS,O,-1.3
2223,1-propanethiol,water,CCCS,O,-1.05
2224,thiophenol,water,C1=CC=C(C=C1)S,O,-2.55
2225,dimethylsulfide,water,CSC,O,-1.54
2226,dimethyldisulfide,water,CSSC,O,-1.83
2227,diethylsulfide,water,CCSCC,O,-1.43
2228,dipropylsulfide,water,CCCSCCC,O,-1.27
2229,thioanisole,water,CSC1=CC=CC=C1,O,-2.73
2231,2-methoxyethanol,water,COCCO,O,-6.77
2232,2-methoxyethanamine,water,COCCN,O,-6.55
2233,butenyne,water,C=CC#C,O,0.04
2234,morpholine,water,C1COCCN1,O,-7.17
2235,m-hydroxybenzaldehyde,water,C1=CC(=CC(=C1)O)C=O,O,-9.51
2236,p-hydroxybenzaldehyde,water,C1=CC(=CC=C1C=O)O,O,-10.48
2237,fluoromethane,water,CF,O,-0.22
2238,"1,1-difluoroethane",water,CC(F)F,O,-0.11
2239,fluorobenzene,water,C1=CC=C(C=C1)F,O,-0.78
2240,chloromethane,water,CCl,O,-0.56
2241,dichloromethane,water,C(Cl)Cl,O,-1.36
2242,chloroform,water,C(Cl)(Cl)Cl,O,-1.07
2243,chloroethane,water,CCCl,O,-0.63
2244,"1,1,1-trichloroethane",water,CC(Cl)(Cl)Cl,O,-0.25
2245,"1,1,2-trichloroethane",water,C(C(Cl)Cl)Cl,O,-1.95
2246,1-chloropropane,water,CCCCl,O,-0.27
2247,2-chloropropane,water,CC(C)Cl,O,-0.25
2248,chloroethene,water,C=CCl,O,-0.59
2249,3-chloropropene,water,C=CCCl,O,-0.57
2250,"Z-1,2-dichloroethene",water,C(=C\Cl)\Cl,O,-1.17
2251,"E-1,2-dichloroethene",water,C(=C/Cl)\Cl,O,-0.76
2252,trichloroethene,water,C(=C(Cl)Cl)Cl,O,-0.39
2253,chlorobenzene,water,C1=CC=C(C=C1)Cl,O,-1.12
2254,"1,2-dichlorobenzene",water,C1=CC=C(C(=C1)Cl)Cl,O,-1.36
2255,"1,4-dichlorobenzene",water,C1=CC(=CC=C1Cl)Cl,O,-1.01
2256,bromomethane,water,CBr,O,-0.82
2257,dibromomethane,water,C(Br)Br,O,-2.11
2258,bromoform,water,C(Br)(Br)Br,O,-1.98
2259,bromoethane,water,CCBr,O,-0.7
2260,1-bromopropane,water,CCCBr,O,-0.56
2261,2-bromopropane,water,CC(C)Br,O,-0.48
2262,1-bromobutane,water,CCCCBr,O,-0.41
2263,1-bromopentane,water,CCCCCBr,O,-0.08
2264,bromobenzene,water,C1=CC=C(C=C1)Br,O,-1.46
2265,p-dibromobenzene,water,C1=CC(=CC=C1Br)Br,O,-2.3
2266,bromotrifluoromethane,water,C(F)(F)(F)Br,O,1.79
2267,chlorofluoromethane,water,C(F)Cl,O,-0.77
2268,chlorodifluoromethane,water,C(F)(F)Cl,O,-0.5
2269,tetrafluoromethane,water,C(F)(F)(F)F,O,3.16
2270,"1-bromo-1-chloro-2,2,2-trifluoroethane",water,C(C(F)(F)F)(Cl)Br,O,-0.13
2271,1-bromo-2-chloroethane,water,C(CBr)Cl,O,-1.95
2272,"1-bromo-1,2,2,2-tetrafluoroethane",water,C(C(F)(F)F)(F)Br,O,0.52
2273,tetrachloroethene,water,C(=C(Cl)Cl)(Cl)Cl,O,0.05
2274,"1-chloro-2,2,2-trifluoroethane",water,C(C(F)(F)F)Cl,O,0.06
2275,"1,1,2-trichloro-1,2,2-trifluoroethane",water,C(C(F)(Cl)Cl)(F)(F)Cl,O,1.77
2276,"2,2,2-trifluoroethanol",water,C(C(F)(F)F)O,O,-4.31
2278,"1,1,1-trifluoropropan-2-ol",water,CC(C(F)(F)F)O,O,-4.16
2279,"1,1,1,3,3,3-hexafluoropropan-2-ol",water,C(C(F)(F)F)(C(F)(F)F)O,O,-3.77
2280,bis(2-chloroethyl)sulfide,water,C(CCl)SCCCl,O,-3.92
2282,p-bromophenol,water,C1=CC(=CC=C1O)Br,O,-7.13
2283,ammonia,water,N,O,-4.29
2284,water,water,O,O,-6.31
2285,phosphine,water,P,O,0.6
2287,trimethylphosphate,water,COP(=O)(OC)OC,O,-8.7
2288,triethylphosphate,water,CCOP(=O)(OCC)OCC,O,-7.8
2289,tripropylphosphate,water,CCOC(=O)C1=C(NC(=O)NC1C2=CC=CC=C2)C,O,-6.1
2290,diethyldisulfide,water,CCSSCC,O,-1.63
2291,piperidine,water,C1CCNCC1,O,-5.11
2292,N-methylmorpholine,water,CN1CCOCC1,O,-6.34
2293,methylamine,water,CN,O,-4.56
2294,hydrazine,water,NN,O,-6.26
2295,2-ethylpyrazine,water,CCC1=NC=CN=C1,O,-5.51
2296,acetamide,water,CC(=O)N,O,-9.71
2299,1-octanol,water,CCCCCCCCO,O,-4.09
2300,octanal,water,CCCCCCCC=O,O,-2.29
2302,2-octanone,water,CCCCCCC(=O)C,O,-2.88
2303,methylbenzoate,water,COC(=O)C1=CC=CC=C1,O,-3.91
2304,isopropylether,water,CC(C)OC(C)C,O,-0.53
2305,tetrahydropyran,water,C1CCOCC1,O,-3.12
2306,thiophene,water,C1=CSC=C1,O,-1.42
2308,hydrogen,water,[HH],O,2.33
2309,"1,1-dimethyl-3-phenylurea",water,CN(C)C(=O)NC1=CC=CC=C1,O,-9.63
2310,9-methyladenine,water,CN1C=NC2=C(N=CN=C21)N,O,-13.6
2311,1-methylthymine,water,CC1=CN(C(=O)NC1=O)C,O,-10.4
2312,hexafluoroethane,water,C(C(F)(F)F)(F)(F)F,O,3.94
2313,octafluoropropane,water,C(C(F)(F)F)(C(F)(F)F)(F)F,O,4.28
2314,"1,1,1,2-tetrachloroethane",water,C(C(Cl)(Cl)Cl)Cl,O,-1.15
2315,hexachloroethane,water,C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,O,-1.4
2316,2-chlorobutane,water,CCC(C)Cl,O,0.07
2317,1-chloropentane,water,CCCCCCl,O,0.07
2318,2-chloropentane,water,CCCC(C)Cl,O,0.07
2320,o-chlorotoluene,water,CC1=CC=CC=C1Cl,O,-1.15
2321,"2,2'-dichlorobiphenyl",water,C1=CC=C(C(=C1)C2=CC=CC=C2Cl)Cl,O,-2.73
2322,"2,3-dichlorobiphenyl",water,C1=CC=C(C=C1)C2=C(C(=CC=C2)Cl)Cl,O,-2.45
2324,3-bromopropene,water,C=CCBr,O,-0.86
2326,bromotoluene,water,CC1=CC=CC=C1Br,O,-2.37
2327,p-bromotoluene,water,CC1=CC=C(C=C1)Br,O,-1.39
2328,difluorodichloromethane,water,C(F)(F)(Cl)Cl,O,1.69
2329,fluorotrichloromethane,water,C(F)(Cl)(Cl)Cl,O,0.82
2330,bromotrichloromethane,water,C(Cl)(Cl)(Cl)Br,O,-0.93
2332,"3,5-dibromo-4-hydroxybenzonitrile",water,C1=C(C=C(C(=C1Br)O)Br)C#N,O,-9
2333,"2,6-dichlorobenzonitrile",water,C1=CC(=C(C(=C1)Cl)C#N)Cl,O,-5.22
2334,"2,6-dichlorothiobenzamide",water,C1=CC(=C(C(=C1)Cl)C(=S)N)Cl,O,-10.81
2346,"3,4-dimethylpyridine",water,CC1=C(C=NC=C1)C,O,-5.22
2347,nitromethane,water,C[N+](=O)[O-],O,-3.95
2348,"3,5-dimethylpyridine",water,CC1=CC(=CN=C1)C,O,-4.84
2349,4-ethylpyridine,water,CCC1=CC=NC=C1,O,-4.74
2350,tetramethylsilane,water,C[Si](C)(C)C,O,3.04
2352,methylhydrazine,water,CNN,O,-5.31
2353,"1,1-dimethylhydrazine",water,CN(C)N,O,-4.48
2354,urea,water,C(=O)(N)N,O,-13.8
2355,benzamide,water,C1=CC=C(C=C1)C(=O)N,O,-10.9
2356,2-methylaniline,water,CC1=CC=CC=C1N,O,-5.56
2357,3-methylaniline,water,CC1=CC(=CC=C1)N,O,-5.67
2358,4-methylaniline,water,CC1=CC=C(C=C1)N,O,-5.55
2359,N-ethylaniline,water,CCNC1=CC=CC=C1,O,-4.62
2360,"N,N-dimethylaniline",water,CN(C)C1=CC=CC=C1,O,-3.58
2362,"1,2-ethanediamine",water,C(CN)N,O,-9.72
2363,hydrogenperoxide,water,OO,O,-8.58
2366,uracil,water,C1=CNC(=O)NC1=O,O,-16.59
2367,5-fluorouracil,water,C1=C(C(=O)NC(=O)N1)F,O,-16.92
2368,5-trifluoromethyluracil,water,C1=C(C(=O)NC(=O)N1)C(F)(F)F,O,-15.46
2369,5-chlorouracil,water,C1=C(C(=O)NC(=O)N1)Cl,O,-17.74
2370,5-bromouracil,water,C1=C(C(=O)NC(=O)N1)Br,O,-18.17
2372,m-bis(trifluoromethyl)benzene,water,C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,O,1.07
2373,"N,N-dimethyl-p-methoxybenzamide",water,CN(C)C(=O)C1=CC=C(C=C1)OC,O,-11.01
2374,"N,N,4-trimethylbenzamide",water,CC1=CC=C(C=C1)C(=O)N(C)C,O,-9.76
2375,bis(2-chloroethyl)ether,water,C(CCl)OCCCl,O,-4.23
2376,"1,1-diacetoxyethane",water,CC(OC(=O)C)OC(=O)C,O,-4.97
2377,"1,1-diethoxyethane",water,CCOC(C)OCC,O,-3.28
2379,dimethoxymethane,water,COCOC,O,-2.93
2381,"1,2-diethoxyethane",water,CCOCCOCC,O,-3.54
2382,phenylformate,water,C1=CC=C(C=C1)C(=O)O,O,-3.82
2383,imidazole,water,C1=CN=CN1,O,-9.81
2384,nitroglycol,water,C(CO[N+](=O)[O-])O[N+](=O)[O-],O,-5.7
2388,isobutylnitrate,water,CC(C)CO[N+](=O)[O-],O,-1.9
2421,nitroxyacetone,water,CC(=O)CO[N+](=O)[O-],O,-6
2437,4-amino-4'-nitroazobenzene,water,C1=CC(=CC=C1N)N=NC2=CC=C(C=C2)[N+](=O)[O-],O,-11.2
2438,1-amino-4-anilinoanthraquinone,water,C1=CC=C(C=C1)NC2=C3C(=C(C=C2)N)C(=O)C4=CC=CC=C4C3=O,O,-7.4
2439,"1,4,5,8-tetraminoanthraquinone",water,C1=CC(=C2C(=C1N)C(=O)C3=C(C=CC(=C3C2=O)N)N)N,O,-8.9
2440,1-amino-anthraquinone,water,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)N,O,-8
2442,acetylsalicylicacid,water,CC(=O)OC1=CC=CC=C1C(=O)O,O,-9.94
2443,butylparaben,water,CCCCOC(=O)C1=CC=C(C=C1)O,O,-8.72
2444,caffeine,water,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,O,-12.64
2445,6-chlorouracil,water,C1=C(NC(=O)NC1=O)Cl,O,-15.83
2447,diflunisal,water,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,O,-9.4
2448,ethylparaben,water,CCOC(=O)C1=CC=C(C=C1)O,O,-9.2
2450,hexachlorobenzene,water,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,O,-2.33
2452,5-iodouracil,water,C1=C(C(=O)NC(=O)N1)I,O,-18.72
2454,methylparaben,water,COC(=O)C1=CC=C(C=C1)O,O,-9.51
2455,naproxen,water,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,O,-10.21
2456,4-nitroaniline,water,C1=CC(=CC=C1N)[N+](=O)[O-],O,-9.45
2457,octafluorocyclobutane,water,C1(C(C(C1(F)F)(F)F)(F)F)(F)F,O,3.43
2458,pentachloronitrobenzene,water,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-],O,-5.22
2459,phthalimide,water,C1=CC=C2C(=C1)C(=O)NC2=O,O,-9.61
2460,propylparaben,water,CCCOC(=O)C1=CC=C(C=C1)O,O,-9.37
2461,sulfolane,water,C1CCS(=O)(=O)C1,O,-8.61
2463,paracetamol,water,CC(=O)NC1=CC=C(C=C1)O,O,-14.83
2464,N-(3-hydroxyphenyl)acetamide,water,CC(=O)NC1=CC(=CC=C1)O,O,-13.93
2465,fenbufen,water,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O,O,-12.75
2466,N-(2-hydroxyphenyl)acetamide,water,CC(=O)NC1=CC=CC=C1O,O,-11.61
2467,phenacetin,water,CCOC1=CC=C(C=C1)NC(=O)C,O,-10.91
2469,4-methoxybenzoicacid,water,C1=CC2=C(C=C1[N+](=O)[O-])C(=CN2)C#N,O,-9.15
2471,tolfenamicacid,water,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,O,-6.71
2474,iodobenzene,water,C1=CC=C(C=C1)I,O,-1.73
2475,diiodomethane,water,C(I)I,O,-2.49
2476,iodomethane,water,CI,O,-0.89
2477,iodoethane,water,CCI,O,-0.72
2478,1-iodopropane,water,CCCI,O,-0.59
2479,1-iodobutane,water,CCCCI,O,-0.25
2480,1-iodopentane,water,CCCCCI,O,-0.12
2481,2-iodopropane,water,CC(C)I,O,-0.46
2530,acetanilide,benzene-water,CC(=O)NC1=CC=CC=C1,C1=CC=CC=C1.O,-0.3
2532,b-propiolactone,benzene-water,C1COC1=O,C1=CC=CC=C1.O,0.27
2537,acetanilide,chloroform-water,CC(=O)NC1=CC=CC=C1,C(Cl)(Cl)Cl.O,-1.2
2538,phenylurea,chloroform-water,C1=CC=C(C=C1)NC(=O)N,C(Cl)(Cl)Cl.O,0.86
2540,b-propiolactone,chloroform-water,C1COC1=O,C(Cl)(Cl)Cl.O,0.67
2541,4-methyl-g-butyrolactone,chloroform-water,CC1CCC(=O)O1,C(Cl)(Cl)Cl.O,-1.29
2542,chloroacetamide,chloroform-water,C(C(=O)N)Cl,C(Cl)(Cl)Cl.O,1.31
2543,trichloroacetamide,chloroform-water,C(=O)(C(Cl)(Cl)Cl)N,C(Cl)(Cl)Cl.O,-0.42
2544,acetanilide,cyclohexane-water,CC(=O)NC1=CC=CC=C1,C1CCCCC1.O,1.92
2545,isoquinoline,cyclohexane-water,C1=CC=C2C=NC=CC2=C1,C1CCCCC1.O,-1.51
2546,trifluoroacetamide,cyclohexane-water,C(=O)(C(F)(F)F)N,C1CCCCC1.O,5.36
2547,4-methyl-g-butyrolactone,cyclohexane-water,CC1CCC(=O)O1,C1CCCCC1.O,2.37
2548,"N,N-diethylacetamide",cyclohexane-water,CCN(CC)C(=O)C,C1CCCCC1.O,1.93
2552,b-propiolactone,dichloroethane-water,C1COC1=O,CC(Cl)Cl.O,0.53
2554,acetanilide,diethylether-water,CC(=O)NC1=CC=CC=C1,CCOCC.O,-0.74
2555,phenylurea,diethylether-water,C1=CC=C(C=C1)NC(=O)N,CCOCC.O,0.15
2556,b-propiolactone,diethylether-water,C1COC1=O,CCOCC.O,-0.03
